Tetun (tdt),Mambai (mgm),English (eng),source
,It sente kanotak-moras sôp ne hei?,Have your contractions begun?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Partu bebé kode ne bakode?,Did the baby have an easy or a difficult birth?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke ôd bebé lao kliniku ôd konsulta semana-semana.,You must bring the baby to the clinic for a check up every week.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Bebé sarán tel sôp ne hei?,Has the baby been baptized yet?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It hakarak au hah padre?,Do you want me to call a priest?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpi' l au leb sak dentista?,When can the dentist see me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au nipa moras.,My tooth is aching.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au nipa xumbu kid mou-lako.,I have lost a filling.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gugu en mêt.,My mouth is all infected.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hanoin katak au nipa-sua.,I think it is my wisdom teeth.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb pôs anestezia (ai-moruk pun lako moras)?,Can you please give me an anaesthetic?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hei sa It.,I will give you an injection.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke asai tel nipa rai.,I must pull out this tooth.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au boi It asai nipa rai.,I don't want my tooth extracted.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nipa rai presiza sul tel nor xumbu.,This tooth needs a filling.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai moras.,That hurts!,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai badún moras.,It won't hurt much.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke broka It nipa.,I must drill your tooth.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It ên bal er rai, mais baléb mod.","Please drink some of this water, but don't swallow.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Hakmúm er nei It gugu, depois tulaba tel.","Roll the water around in your mouth, then spit everything out.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nipa-sia moras.,The gum is very sore.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nipa-sia lar.,The gums are bleeding.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb mua nor nipa seri rat oras limnainide.,You must not eat on this side of your mouth for six hours.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It baléb ên er brus ne er bisa komesa napai rat ada.,Don't drink anything very cold or very hot until tomorrow.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se pei men moras, ma sul.","If the tooth hurts again, come back to see me.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au pun pou tel dentadura rai.,I have broken this denture.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb hadia dentadura rai?,Can you repair this denture?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpi' l men leb mêt?,When will it be ready?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It hadia?,Can you repair them for me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It troka lente?,Can you change the lens?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It ne reseita ókulu meta lel-tia ni?,Can you prescribe new sunglasses for me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpi' l men loja lae nor tá?,What time do the shops here open and close?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Loja ga tá nei meiudia?,Do the shops close for lunch?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au sêl nor dolar austrálianu (amerikanu)?,Can I pay for things in Australian (US) dollars?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au sêl nor kartaun-kréditu nei loja rai?,Can I pay with my credit card in this shop?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Loja sebi paglau herbae?,Where is the nearest shop?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke al ...,I must buy ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It glae nam hana al?,"May I help you, Sir/Madam?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Sin, favór id.","Yes, please.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au glae ...,I am looking for ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au pei lia naha gia.,I am just looking around.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It ajuda au?,Can you help me?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak ...,I'd like a ...,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It leb tabár...kek?,Can you show me some ....?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai tou menbae?,What does this mean?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It tabár id hanesa mêt laularán?,Can you show me one of those?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gosta loba (tu).,I want something smaller (larger).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gosta id baratu paglau.,I want something cheaper.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra karu demais.,This costs too much.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It hatún folin?,Can you lower the price?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It pun deskontu?,Can you give me a discount?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au glae prezente seri.,I am looking for a gift.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It rekomenda nam baeid au leb ôd sul lao au rae?,What do you recommend to take back to my country?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai pun nor lima.,This is hand-made.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai pun nei fábrika.,This is factory-made.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au ba leb al rai dêsni estadu Novazelándia bandu.,I can't buy this because of customs restrictions when I go home to New Zealand.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei kasete (sedé) kantadór gala ...,Do you have a cassette (CD) of a singer called ....,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It lae múzika rai ma au?,May I listen to this music?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei loi kasete nor kantadór bae pe hanesa?,Do you have other cassettes of the same singer?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak al kasete múzika Timor.,I'd like to buy some cassettes of Timorese music.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It sio mêt video-kasete?,Do you sell videos also?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei livru hakerek nor mambae?,Do you have any books in Mambai?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It sio livru ka jornál ingles?,Do you sell English books or newspapers?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au glae mapa kode nor dambát Timor Lelsae ni.,I would like a good road map.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It sio livru Timor nor figura kapás?,Do you sell books about East Timor with nice pictures?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nam gia pun nei Timór?,Do you have anything made,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei nam seri pun ôs ai-kameli?,from sandalwood?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It tabár hena selu?,Can you show me other kinds of cloth?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb au pei It katálogu?,May I see your catalogue?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It tad nam rai au al nei bae?,Do you know where I can buy that thing?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It sio nam gia Timór pun nor lima?,Do you sell Timorese handicrafts?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"(salenda, tais-ana?)",decorative cloth?),Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It mêt sio nam boneka lao an- kate?,Do you sell toys (dolls) for children?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Taisid, au ba gosta.","No, I don't like it.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai balós nam bae pe au hakarak.,It's not exactly what I want.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke hanoin en-lao rai.,I must think about it.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Molopei au ma sul.,I might come back another time.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ra didi lia men au gio.,This is just what I want.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au al.,I will take it.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hei al lim.,I will take five of these.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It bil nei nam id?,Can you wrap these please?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It bil livru rai lao prezente?,Can you wrap this book as a gift?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor hasai tel surat-nora folin.,Please take off the price-tag.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Nam gia am sio tel mêt, mais am hei hameno id ma It.","We are out of stock, but we can order the product for you.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lelbán pil ma rai?,How long will it take to arrive?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei semana id nei lala.,About one week.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It ne os katkene (men sinál)?,Would you like to place a deposit?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak al hur-hur.,I'd like to have it as soon as possible.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke sim nei tersa dêsni au hana sai ôs Ainaru.,I must have it by Tuesday because I am leaving Ainaro.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It haruka lao au diresaun nei Austrália?,Can you send it to my address in Australia?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It bil pun kod-kod.,Please wrap the parcel carefully.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It lui nei kaixote?,Can you put them into a box?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It né plástiku para au ôd lui nam gia?,Can you give me a plastic bag to put these things in?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It ôd bal nam bae pe bil tel sôp ôd lao karreta.,Please help me carry packages to the car.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It haruka tio otél? (au diresaun rai?),Can you send it straight to my hotel (to this address)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au leb sêl xeke?,Can I pay with a personal cheque?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Deskulpa, am sim lia os tema.","We are sorry, we accept only cash here.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It né ma au nota kompras?,"May I have a receipt, please?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It gio nam selu loi?,Do you want anything else?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Taisid, obrigadu.","Nothing, thank you.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak né sul mákina- fotografia rai dêsni nam seri ba dlo.,I want to return this camera . It's faulty.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It troka sul kode kid?,"Can you change this for a better one, please?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak hua sul osa.,I'd like a refund.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nota- kompras pe rai.,Here is the receipt.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Deskulpa, Senór!","We are very sorry, Sir!",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ba nei nam id.,It doesn't matter.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei seri loi mais koloridu selu?,Do you have the same thing in a different colour?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It gosta koloridu sapa?,What colour would you like?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It sio mera? (moro, gemé, korderoza, meta, kor ahahe?)","Do you have a red (green, blue, yellow, pink, black, white, multicoloured) one?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei kor azúl eskuru (azúl klaru)?,Do you have a darker (lighter) shade of blue?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei nam-eta kid nor (banór) dezenu?,Do you have a cloth with (without) patterns?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak id lao ôd enfeita saia rai.,I want something to match skirt.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei id lao náilon (abas)?,Do you have the same thing in nylon (cotton)?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hena rai nam bisa ni ne rae brusi ni?,Is this material hot or cool?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gosta mahar (hilire).,I'd like a thicker (a thinner) material.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Har rai pun ôs sapid?,What is this shirt made of?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Har rai pun nei Timor?,Is this shirt made here in Timor?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Taisid, rai ôs Bali.","No, it comes from Bali.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Au glae har lao an-kate (lao artúb eta-tu, bui-hine eta-mruma).","I'd like a shirt to fit a child (a big man, a thin woman).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It sukat bal au?,"Can you measure me, please?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au presiza tu (loba) katkene.,I need a bigger (smaller) size?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei rai alfaiate pe pun nam-eta?,Do you have a tailor/ dressmaker here who makes clothes to measure?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Fatu par id folin pil?,How much would a suit (a dress) cost?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sor kamiza kid a lelbán pil?,How long does it take to make a shirt?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au pei rasik hena.,I will choose the material myself.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kalsa rai presiza pun bada (pun mulua) nei rai.,These trousers need to be . brought in (taken out) here.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Hati troka herbae?,Where is the fitting room?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Rai natón dlo (badún kode, klao paglau).","This fits very well (not so well, badly).",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au tenke kok selu loi.,I must try another size.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kor rai ba a nor au.,This colour does not suit me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au sente rai serve dlo ma au.,This size feels very comfortable.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pei kode?,How does it look?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sin . It pei kode dlo.,"Yes, it looks very smart on you.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au númeru sapatu ...,My shoe-size is ....,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sapatu rai aperta demais.,These shoes are too tight.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei sapatu kulit ni?,Do you have strong leather shoes?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei sapatu kode ôd lolai?,Do you have comfortable shoes for walking?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Po gia folin pil?,How much do these mangoes cost?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Id pil?,How much for one?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,(Têl pil?),(for three?),Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au pun hua limnairua.,"I'll take seven of them, give me good ones.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor It lui nei plástiku (bornál) rai.,Please put them in a plastic bag (in this bag).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It sio nam nei merkadu nei lelbán sapa lia?,On what days do you sell your wares in the market?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am sio basar nei domingu.,We hold the market on Sundays only (every Thursday).,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Ai-hua rai fresku ka?,Is this fruit fresh?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Folin karu klao.,The price is too high: I will look somewhere else.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au pun man-telo sagúl-resi-rua.,"All right, I will buy a dozen eggs.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei hati seri para au ôd kok bal nam-eta rai?,Is there a place where I can try on this dress?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It né sal os-troka.,You made a mistake with the change.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It né loi mu sagúl.,Please give me ten more bananas.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Baléb obriga, au ba al rai.",Don't insist: I do not want to buy this.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak tiba karta rai lao Novazelándia.,I'd like to send this letter to New Zealand.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nor aviaun ne ro-tasi?,By airmail or seamail?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor né au selus limnainide para haruka karta lao Darwin.,Please give me six stamps for letters going to Darwin.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favor né au adezivu para au ôd né tom aviaun.,Please give me some airmail stickers.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Karta sêrgia né tom aviaun?,Do all letters go by airmail?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak haruka surat rai ôs espresu.,I want to send this letter express,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au hakarak nam-bila rai lao Austrália.,I want to send this package to Australia.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lao Austrália herbae dlo?,To where in Australia?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lao Adelaide.,It is going to Adelaide.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lelbán pil men rat laularán?,How long will it take to arrive?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au leb ne seguru?,Can I insure it?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Seguru pil?,How much does the insurance cost?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Favór id prepara orden postal en- lao rupia ...,Please make me out a money order for R ....,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It troka orden postál rai?,Can you change this money order?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It nei karta ma au ga?,"Is there any mail for me, please?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au gala ....,My name is ..,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Favór It hakerek kuidadu ""tio nor kuidadu"" nor portugés nei falun rai.",Please write 'handle with care' in Portuguese on the package.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It presiza prenxe formuláriu rai.,You need to fill out this form.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Falun rai nei sapid?,What does the packet contain?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei livru nor nam-eta lia.,It has books and clothes only.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It né ma au resibu?,May I have a receipt?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb haruka faks ôs uma-korreiu rai?,Can I send a fax from this post-office?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb telefone ôs rai lao hoh?,Can I make an overseas phone- call from here?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb Timor bae pe tu nei direitu para tom vota.,Every adult citizen of East Timor has the right to vote.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Para It leb vota, It tenke prenxe kartaun-rejistu kid.","To vote, you must fill in a voter registration card.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"It vota rai importante . Dês ra, hanoin men leb tom.","Your vote is important, so think carefully about what you choose.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lei bandu artúb para baléb obriga artúb selu ôd tom urá ni hakarak.,It is against the law for anyone to force you to vote for something you don't want.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It livre para It leb tom vota tuir nam bae pe It gio.,You are free to vote according to your own will.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Vota rai segredu.,The ballot is secret.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb selu ba tad sapid pe It tom.,Nobody will know how you voted.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se artúb seri obriga It para tom urá ni hakarak, kesar hur-hur lao ofisiál eleitorál id.","If anyone tries to force you to vote against your will, you must report this to an electoral officer.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se It hakarak tom., hakerek krus nei hati kid rai.","If you wish to vote for, put a cross in this box.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke ôd kartaun rai arpi' l It hana lao vota.,You must take this card with you when you go to vote.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Semén It prenxe, It lui nei kaixa kid-laularán.","When you have filled the form, put it in the ballot-box.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Semén It tom tel sôp, balikan tou sai artúb id nam bae pe It vota.","Before and after you vote, it is best not to tell other people your choice.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Balikan tamau.,Don't be afraid.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Am nei rai para ajuda It.,We are here to help you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Au badún komprende It dêsni au artúb malae.,I cannot understand you very well because I am a foreigner.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Gase hel-hel para au ôd komprende,Try to speaks slowly so that I can understand you.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pun favór tou nam haigia-mêt lao durubasa.,Please tell everything to the interpreter.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Baléb sero.,Don't cry.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Kalma katkene.,Try to be calm.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se It kalma, It leb hanoin kode paglau.","If you are calm, you will think better.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Se It kalma am leb ajuda It.,"If you are calm, we can help you better.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Pun favór medei nei rai.,Please sit here.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It hakarak enu er brus?,warm to drink first?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Se artúb selu pun klao, It tenke tou sai am.","If somebody hurt you, you must tell us.",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb baeid pe ra mêt ba nei nam id.,It doesn't matter who that person was.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Nam bae pe It tou sai am ra, am tá tel.",Everything you tell us will be in strict confidence.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tenke tou mêt nam bae pe It tad.,You must tell us everything.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ba glae nam bae pe It tou sai am.,They will not find out what you told us.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Nei sapid?,What is the matter?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sapid pe akontense lao It?,What happened to you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Sen pe pun nam ra lao It?,Who did this to you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tad artúb bae pe ataka It?,Do you know the name of the person who attacked you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá artúb ôs bae?,Where does he come from?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá hela herbae?,Where does he live?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Leb It identifika artúb bae pe dae It?,Can you identify the people who hurt you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom artúb Timor ga artúb ma ôs hoh?,Are they East Timorese or foreigners?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ôs grupu paramilitár (milisia)?,Do they belong to a para- military group?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Grupu baeid?,Which group?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ulun pe sen?,Who is their local leader?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom dae It?,Did they beat you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ameasa It nor ter-hua?,Did they threaten you with words?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Urá tou sapid?,What did he say?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Dêssapid rom ataka It?,Why did they attack you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom glo-hakarak sapid ôs It?,What did they want from you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It tad artúb ra arpil?,How long have you known that person?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kesar lao polisia?,Did you report it to the police?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"(tropa ni ulun? Krus Vermella, padre sêrgá?)","(army officers, Red Cross, the priests?)",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kesar kazu rai lao sen?,Whom did you report the crime to?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb rai tou sapid lao It?,What did that person tell you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rai dlo ne tais?,Is this true?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Artúb sêrgia gase doha en-lao au.,Those people told lies about me.,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Sem pe et, arpila rom ataka It?",Who saw them attack you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom obriga It para lao put nor rom?,Did they force you to go with you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,"Rom kode la It, ne rom pun It tamau?","Were they polite to you, or did they try to frighten you?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom akuza en-lao sapid?,What did they accuse you of?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ameasa It?,Did they threaten you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom lima en It?,Did they touch you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom ne It nam-á nor era?,Did they give you food and drink?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom lop It lao sak familia?,"Were you allowed to see your family (the priest, lawyer)?",Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom tou sai It familia katak rom prende It?,Was your family notified that you were detained?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom tou dêssáp rom prende It?,Did they tell you why you were detained?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Lelbán pil rom lui It nei hati ran?,How long did they keep you in that place?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Rom violenta It seksualmente?,Did they sexually assault you?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Polisia (tropa) ni ulun tad problema rai?,Does the local police-officer (military commander) know about these matters?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,Arpil men It ana ta lako?,When did your son disappear?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
,It kesar tel sôp lao polisia?,Did you report his disappearance to the police?,Mambai Language Manual (mambai_language_manual_parallel.tsv)
